cusip,price,coupon,maturity,ytm,sector,rating,state,lastTraded,ed,md,ytw
13063CUR9,107.199,3,8/1/24,6,State GO,AA-,CA,5/3/16,5.997,5.904,1.831
13063CUT5,121.18,5,8/1/26,8,State GO,AA-,CA,2/6/17,6.491,6.341,1.972
13063CV23,117.956,5,9/1/46,28,State GO,AA-,CA,9/7/16,9.37,7.068,2.661
13063CVK3,117.199,5,8/1/23,5,State GO,AA-,CA,5/13/16,4.951,4.851,1.743
13063CVL1,119.506,5,8/1/24,6,State GO,AA-,CA,9/8/17,5.733,5.612,1.832
13063CVP2,121.729,5,8/1/25,7,State GO,AA-,CA,5/9/17,6.491,6.346,1.902
13063CW63,113.444,4,9/1/24,6,State GO,AA-,CA,9/13/16,5.925,5.831,1.842
13063CX39,121.66,5,9/1/29,11,State GO,AA-,CA,10/31/17,7.355,7.111,2.231
13063CX47,121.222,5,9/1/30,12,State GO,AA-,CA,12/19/17,7.443,7.106,2.281
13063CYC8,117.462,5,9/1/23,5,State GO,AA-,CA,7/22/16,5.019,4.934,1.74
13063CZP8,114.715,5,9/1/22,4,State GO,AA-,CA,9/18/17,4.211,4.141,1.693
13063CZR4,119.669,5,9/1/24,6,State GO,AA-,CA,12/6/16,5.797,5.694,1.842
13063CZS2,121.871,5,9/1/25,7,State GO,AA-,CA,3/9/17,6.553,6.428,1.912
13063CZU7,118.035,5,9/1/45,27,State GO,AA-,CA,7/5/17,9.277,7.071,2.652
13063CZX1,102.389,3,9/1/19,1,State GO,AA-,CA,11/10/17,1.609,1.592,1.525
13063DAJ7,102.593,3,11/1/19,1,State GO,AA-,CA,8/30/17,1.767,1.757,1.544
13063DAK4,106.592,4,11/1/20,2,State GO,AA-,CA,8/30/17,2.675,2.655,1.594
13063DAY4,119.319,5,11/1/47,29,State GO,AA-,CA,1/3/18,10.29,7.898,2.741
13063DBC1,104.369,4,11/1/19,1,State GO,AA-,CA,12/20/17,1.757,1.744,1.547
13063DBM9,122.232,5,11/1/25,7,State GO,AA-,CA,10/2/17,6.677,6.592,1.922
13063DBQ0,107.754,3,11/1/27,9,State GO,AA-,CA,8/30/17,8.621,8.496,2.12
13063DBR8,125.629,5,11/1/27,9,State GO,AA-,CA,9/21/17,8.104,7.977,2.096
13063DBS6,103.705,3,11/1/28,10,State GO,AA-,CA,10/31/17,9.129,8.447,2.57
13063DBW7,123.485,5,11/1/30,12,State GO,AA-,CA,12/1/17,8.254,7.951,2.311
13063DDR6,125.191,5,8/1/27,9,State GO,AA-,CA,11/17/17,7.928,7.732,2.081
13066KV48,116.037,5,12/1/22,4,Water & Sewer,AA+,CA,2/7/17,4.418,4.393,1.583
13066YPV5,104.612,3.5,5/1/20,2,Electric Revs,AA,CA,10/6/17,2.23,2.216,1.465
13066YQW2,100.523,3,5/1/18,0,Electric Revs,AA,CA,6/21/16,0.313,0.312,1.32
13066YSQ3,101.575,2,5/1/21,3,Electric Revs,AA,CA,2/14/17,3.202,3.189,1.511
13067WKV3,119.364,5,12/1/29,11,Water & Sewer,AA+,CA,5/19/17,6.057,5.933,1.982
13067WLS9,121.229,5,12/1/24,6,Water & Sewer,AA+,CA,5/9/17,5.996,5.949,1.722
13067WLT7,123.525,5,12/1/25,7,Water & Sewer,AA+,CA,12/14/17,6.748,6.685,1.792
13067WLU4,125.25,5,12/1/26,8,Water & Sewer,AA+,CA,1/23/17,7.472,7.391,1.902
13067WNT5,125.982,5,12/1/28,10,Water & Sewer,AA+,CA,12/14/17,8.18,8.061,2.081
130685T91,112.495,5,12/1/21,3,Lease Appropriation,A+,CA,2/23/17,3.585,3.565,1.674
13068LA21,120.533,5,4/1/25,7,Lease Appropriation,A+,CA,7/18/17,6.238,6.142,1.942
13068LA39,121.672,5,4/1/28,10,Lease Appropriation,A+,CA,1/10/17,7.363,7.191,2.251
13068LB79,119.411,5,10/1/24,6,Lease Appropriation,A+,CA,5/26/17,5.858,5.772,1.912
13068LBZ7,100.236,3,3/1/18,0,Lease Appropriation,A+,CA,9/30/16,0.148,0.146,1.379
13068LC37,112.274,4,10/1/28,10,Lease Appropriation,AA-,CA,12/6/17,7.812,7.381,2.431
13068LCA1,102.875,4,3/1/19,1,Lease Appropriation,A+,CA,9/25/17,1.126,1.11,1.462
13068LCC7,104.147,3,3/1/21,3,Lease Appropriation,A+,CA,9/25/17,3.008,2.975,1.642
13068LCD5,109.159,4,3/1/22,4,Lease Appropriation,A+,CA,9/26/17,3.85,3.796,1.703
13068LCE3,115.965,5,3/1/23,5,Lease Appropriation,AA-,CA,12/29/17,4.617,4.54,1.743
13068LCL7,114.587,5,3/1/29,11,Lease Appropriation,A+,CA,7/29/16,4.624,4.53,2.003
13068LE84,118.079,5,3/1/24,6,Lease Appropriation,A+,CA,5/3/17,5.408,5.313,1.872
13068LF67,103.197,3.25,3/1/30,12,Lease Appropriation,A+,CA,4/26/17,9.537,7.81,2.85
13068LF75,103.625,3.375,3/1/31,13,Lease Appropriation,A+,CA,4/12/17,9.921,7.769,2.92
13068LF83,104.376,3.5,3/1/32,14,Lease Appropriation,A+,CA,4/4/17,10.138,7.732,2.95
13068LG90,121.533,5,10/1/25,7,Lease Appropriation,A+,CA,4/28/17,6.611,6.505,1.982
13068LGF6,116.092,5,6/1/26,8,Lease Appropriation,A+,CA,3/28/17,4.816,4.783,1.853
13068LGG4,115.758,5,6/1/27,9,Lease Appropriation,A+,CA,8/3/17,4.815,4.781,1.913
13068LGJ8,115.149,5,6/1/29,11,Lease Appropriation,A+,CA,7/29/16,4.837,4.777,2.023
13068LH40,123.307,5,10/1/28,10,Lease Appropriation,A+,CA,4/25/17,8.06,7.868,2.311
13068LH99,101.748,3,3/1/19,1,Lease Appropriation,A+,CA,5/12/17,1.129,1.117,1.457
13068LHK4,116.392,5,9/1/27,9,Lease Appropriation,A+,CA,8/7/17,5.018,4.925,1.923
13068LJA4,117.444,5,9/1/24,6,Lease Appropriation,A+,CA,10/25/16,5.018,4.933,1.743
13068LJH9,116.392,5,9/1/27,9,Lease Appropriation,A+,CA,4/26/16,5.018,4.925,1.923
13068LK53,120.313,5,3/1/25,7,Lease Appropriation,A+,CA,4/26/17,6.174,6.06,1.942
13068LKK0,101.28,3,11/1/18,0,Lease Appropriation,A+,CA,2/29/16,0.805,0.801,1.411
13068LKP9,106.408,3.125,11/1/22,4,Lease Appropriation,A+,CA,8/2/16,4.487,4.456,1.732
13068LL29,122.42,5,3/1/28,10,Lease Appropriation,A+,CA,5/17/17,7.64,7.452,2.271
13068LL78,102.734,3.375,3/1/33,15,Lease Appropriation,A+,CA,4/18/17,10.925,7.758,3.03
13068LLJ2,117.691,5,11/1/23,5,Lease Appropriation,A+,CA,12/12/16,5.149,5.097,1.783
13068LLV5,102.389,3,9/1/19,1,Lease Appropriation,A+,CA,2/13/17,1.609,1.592,1.525
13068LLX1,102.955,2.5,9/1/21,3,Lease Appropriation,A+,CA,10/31/17,3.486,3.453,1.661
13068LLZ6,106.575,3,9/1/23,5,Lease Appropriation,A+,CA,6/27/17,5.22,5.156,1.771
13068LM28,102.303,5,9/1/18,0,Lease Appropriation,AA-,CA,12/13/17,0.641,0.631,1.41
13068LM69,114.57,5,9/1/22,4,Lease Appropriation,A+,CA,9/29/17,4.209,4.14,1.724
13068LMQ5,102.303,5,9/1/18,0,Lease Appropriation,A+,CA,6/7/17,0.642,0.631,1.41
13068LMV4,117.268,5,9/1/23,5,Lease Appropriation,A+,CA,7/25/16,5.017,4.932,1.773
13068LMW2,119.186,5,9/1/24,6,Lease Appropriation,A+,CA,3/9/17,5.794,5.69,1.912
13068LN76,100.498,3,9/1/31,13,Lease Appropriation,AA-,CA,1/3/18,10.808,8.243,2.94
13068LN84,99.294,3,9/1/32,14,Lease Appropriation,A+,CA,10/23/17,11.451,11.645,3.06
13068LNC5,102.593,5,10/1/18,0,Lease Appropriation,A+,CA,6/23/17,0.723,0.714,1.417
13068LNK7,119.064,5,10/1/25,7,Lease Appropriation,A+,CA,7/6/17,5.857,5.769,1.962
13068LP90,122.807,5,9/1/26,8,Lease Appropriation,A+,CA,9/28/17,7.273,7.124,2.101
13068LPH2,120.701,5.25,10/1/25,7,Lease Appropriation,A+,CA,9/25/17,5.826,5.738,1.952
13068LPJ8,120.352,5.25,10/1/26,8,Lease Appropriation,A+,CA,1/18/17,5.827,5.734,2.002
13068LPK5,119.587,5.25,10/1/27,9,Lease Appropriation,AA-,CA,11/16/17,5.825,5.728,2.112
13068LQ57,101.002,3,9/1/30,12,Lease Appropriation,AA-,CA,11/14/17,10.241,8.25,2.88
13068LQK4,117.268,5,9/1/23,5,Lease Appropriation,A+,CA,1/8/18,5.017,4.932,1.773
13068LQL2,119.186,5,9/1/24,6,Lease Appropriation,A+,CA,4/5/17,5.794,5.69,1.912
13068LQM0,118.911,5,9/1/25,7,Lease Appropriation,A+,CA,12/21/16,5.793,5.687,1.952
13068LR80,122.052,5,4/1/26,8,Lease Appropriation,AA-,CA,10/26/17,6.972,6.856,2.072
13068LR98,123.824,5,4/1/27,9,Lease Appropriation,AA-,CA,10/26/17,7.687,7.548,2.141
13068LS22,122.51,5,4/1/28,10,Lease Appropriation,AA-,CA,10/26/17,7.697,7.533,2.281
13068LS30,121.767,5,4/1/29,11,Lease Appropriation,AA-,CA,10/26/17,7.749,7.524,2.361
13068LSC0,102.303,5,9/1/18,0,Lease Appropriation,A+,CA,4/24/17,0.642,0.631,1.41
13068LTA3,100.52,2,12/1/18,0,Lease Appropriation,A+,CA,2/5/16,0.888,0.886,1.414
13068LTB1,102.692,3,12/1/19,1,Health Care,A+,CA,5/13/16,1.846,1.84,1.554
13068LTD7,101.238,2,12/1/21,3,Health Care,A+,CA,3/28/16,3.743,3.731,1.67
13068LTY1,120.899,5,6/1/25,7,Lease Appropriation,A+,CA,12/29/16,6.362,6.307,1.952
13068LVD4,120.899,5,6/1/25,7,Lease Appropriation,A+,CA,7/10/17,6.362,6.307,1.952
13068LVR3,118.475,5,5/1/24,6,Lease Appropriation,A+,CA,8/25/16,5.537,5.478,1.882
13068LVS1,120.678,5,5/1/25,7,Lease Appropriation,A+,CA,11/8/17,6.3,6.224,1.952
13068LVY8,107.649,5,5/1/20,2,Lease Appropriation,A+,CA,10/12/17,2.202,2.183,1.618
13068LXJ9,120.664,5,12/1/26,8,Lease Appropriation,A+,CA,1/4/18,6.733,6.657,2.142
13068LXL4,102.692,3,12/1/28,10,Lease Appropriation,A+,CA,9/13/16,8.686,6.991,2.62
13068LXQ3,103.256,3.375,12/1/32,14,Lease Appropriation,A+,CA,1/29/16,10.322,6.893,2.91
13068LXT7,103.204,3.5,12/1/35,17,Lease Appropriation,A+,CA,1/29/16,11.303,6.858,3.04
13068LYD1,118.245,5,4/1/24,6,Lease Appropriation,A+,CA,3/21/17,5.472,5.395,1.882
13068LYG4,103.694,3,4/1/27,9,Lease Appropriation,A+,CA,5/10/16,7.861,7.227,2.5
13068LYH2,102.793,3,4/1/28,10,Lease Appropriation,A+,CA,10/31/16,8.444,7.218,2.62
13068LYJ8,102.271,3,4/1/29,11,Lease Appropriation,A+,CA,7/21/16,9.03,7.212,2.69
13068LYK5,101.975,3,4/1/30,12,Lease Appropriation,A+,CA,9/6/17,9.614,7.209,2.73
13068LYL3,101.458,3,4/1/31,13,Lease Appropriation,A+,CA,6/13/16,10.137,7.204,2.8
13068LYR0,119.566,5,11/1/24,6,Lease Appropriation,A+,CA,10/25/16,5.921,5.854,1.922
13068LYS8,121.746,5,11/1/25,7,Lease Appropriation,A+,CA,10/6/17,6.673,6.587,1.982
13068LYU3,122.127,5,11/1/27,9,Lease Appropriation,A+,CA,11/8/17,7.402,7.277,2.221
13068LZE8,101.849,3,4/1/19,1,Lease Appropriation,A+,CA,8/25/17,1.21,1.2,1.477
13068LZH1,109.336,4,4/1/22,4,Lease Appropriation,A+,CA,10/6/16,3.922,3.879,1.703
13068LZJ7,101.292,2,4/1/23,5,Lease Appropriation,A+,CA,12/29/17,4.962,4.926,1.74
13068LZK4,106.549,3,4/1/24,6,Lease Appropriation,A+,CA,2/1/17,5.714,5.653,1.881
13068LZN8,122.293,5,4/1/27,9,Lease Appropriation,A+,CA,10/10/17,7.334,7.198,2.181
13068LZS7,110.37,4,4/1/31,13,Lease Appropriation,A+,CA,1/3/17,8.624,7.359,2.661
13068LZT5,109.716,4,4/1/32,14,Lease Appropriation,A+,CA,1/18/17,9.04,7.352,2.741
13068LZZ1,118.245,5,4/1/24,6,Lease Appropriation,A+,CA,10/6/16,5.472,5.395,1.882
13077C3B8,101.314,2,11/1/20,2,Higher Ed-Public,AA,CA,8/7/17,2.731,2.721,1.521
13077C3D4,106.405,3,11/1/22,4,Higher Ed-Public,AA,CA,1/4/18,4.501,4.471,1.612
13077C3H5,116.485,4,11/1/26,8,Higher Ed-Public,AA,CA,11/10/17,7.263,7.146,1.851
13077C3J1,123.633,5,11/1/27,9,Higher Ed-Public,AA,CA,11/15/17,7.06,6.953,1.912
13077C3K8,98.968,2.5,11/1/28,10,Higher Ed-Public,AA,CA,6/6/17,9.328,9.368,2.61
13077C3Q5,100.437,3,11/1/33,15,Higher Ed-Public,AA,CA,7/7/16,11.628,7.275,2.94
13077C3U6,117.744,5,11/1/41,23,Higher Ed-Public,AA,CA,10/31/17,8.436,6.891,2.611
13077C3Z5,124.153,5,11/1/26,8,Higher Ed-Public,AA,CA,12/15/17,7.055,6.958,1.852
13077C4C5,117.174,5,11/1/45,27,Higher Ed-Public,AA,CA,12/26/17,9.048,6.884,2.681
13077CA53,117.994,5,11/1/25,7,Higher Ed-Public,AA,CA,5/11/17,5.152,5.099,1.733
13077CK86,118.358,5,11/1/23,5,Higher Ed-Public,AA,CA,4/15/16,5.154,5.102,1.673
13077CL44,119.778,5,11/1/27,9,Higher Ed-Public,AA,CA,7/28/16,5.941,5.856,1.892
13077CL69,119.074,5,11/1/29,11,Higher Ed-Public,AA,CA,3/29/17,5.982,5.85,1.992
13077CU93,101.314,2,11/1/20,2,Higher Ed-Public,AA,CA,1/26/16,2.731,2.721,1.521
13077CV50,114.449,4,11/1/24,6,Higher Ed-Public,AA,CA,9/20/16,6.064,6.002,1.742
13077CV76,123.062,5,11/1/26,8,Higher Ed-Public,AA,CA,7/24/17,6.689,6.6,1.82
13077CVP6,112.393,5,11/1/23,5,Higher Ed-Public,AA,CA,4/11/17,3.515,3.483,1.634
13077CY65,117.321,5,11/1/43,25,Higher Ed-Public,AA,CA,12/29/16,8.258,6.543,2.541
13077CYH1,115.372,5,11/1/24,6,Higher Ed-Public,AA,CA,12/27/16,4.348,4.307,1.663
13077CYJ7,114.923,5,11/1/27,9,Higher Ed-Public,AA,CA,12/27/16,4.347,4.304,1.753
13077CZ23,122.151,5,11/1/28,10,Higher Ed-Public,AA,CA,1/5/18,6.707,6.591,1.932
13077DAJ1,123.21,5,11/1/25,7,Higher Ed-Public,AA,CA,2/9/17,6.686,6.602,1.802
13077DAL6,125.748,5,11/1/27,9,Higher Ed-Public,AA,CA,8/11/17,7.773,7.651,1.961
13077DAM4,124.688,5,11/1/28,10,Higher Ed-Public,AA,CA,1/5/18,7.786,7.639,2.071
13077DBC5,103.455,3.5,11/1/37,19,Higher Ed-Public,AA,CA,4/18/17,12.284,7.884,3.07
13077DBD3,119.474,5,11/1/42,24,Higher Ed-Public,AA,CA,8/16/17,9.181,7.576,2.628
1307955Z6,100.935,3,8/15/18,0,Health Care,AA-,CA,10/14/16,0.598,0.591,1.435
1307956P7,114.437,5,8/15/22,4,Health Care,AA-,CA,3/21/17,4.173,4.096,1.723
1.31E+34,104.305,5,4/1/19,1,Health Care,AA-,CA,11/10/17,,1.187,1.456
130795Y35,101.975,4,11/1/18,0,Health Care,A+,CA,11/3/16,0.804,0.798,1.546
13080SFJ8,117.408,5,11/1/23,5,Health Care,A+,CA,3/17/17,5.147,5.095,1.83
13080SFK5,118.839,5,11/1/24,6,Health Care,A+,CA,4/5/17,5.916,5.848,2.026
13080SFL3,118.221,5,11/1/25,7,Health Care,A+,CA,11/18/16,5.914,5.842,2.114
13080SFM1,117.746,5,11/1/26,8,Health Care,A+,CA,1/9/17,5.92,5.838,2.183
13080SFN9,117.135,5,11/1/27,9,Health Care,A+,CA,12/7/17,5.929,5.833,2.271
13080SFW9,113.282,5,11/1/43,25,Health Care,A+,CA,5/26/16,7.864,5.798,2.842
13080SLT9,117.168,5,8/15/23,5,Health Care,AA-,CA,9/26/16,4.982,4.888,1.768
13080SMN1,121.41,5,8/15/27,9,Health Care,A+,CA,9/19/17,7.912,7.721,2.48
13080SMQ4,95.048,3,8/15/36,18,Health Care,A+,CA,8/5/16,13.506,13.852,3.36
13080SMR2,114.828,5,8/15/41,23,Health Care,A+,CA,1/4/18,8.98,6.988,3.029
13080SMS0,114.177,5,8/15/46,28,Health Care,A+,CA,5/8/17,9.884,6.98,3.109
1322852N6,101.38,2,1/1/22,4,Local GO,AAA,MA,4/4/17,3.82,3.815,1.64
1322853A3,101.42,2,2/15/22,4,Local GO,AAA,MA,3/22/16,3.934,3.898,1.641
1322853X3,116.152,5,2/15/23,5,Local GO,AAA,MA,10/26/17,4.583,4.498,1.683
1322854D6,106.282,3,2/15/29,11,Local GO,AAA,MA,3/10/17,8.87,7.895,2.233
1.32E+10,105.513,3,2/15/30,12,Local GO,AAA,MA,3/7/17,9.431,7.887,2.324
1322854W4,115.69,4,2/15/26,8,Local GO,AAA,MA,6/22/17,7.07,6.932,1.901
1322854Y0,117.443,4,2/15/28,10,Local GO,AAA,MA,8/16/17,8.559,8.365,2.077
132285Q75,100.904,2,2/15/20,2,Local GO,AAA,MA,3/2/16,2.055,2.038,1.561
132285T49,101.38,2,1/1/22,4,Local GO,AAA,MA,6/7/17,3.82,3.815,1.64
132285X44,118.716,5,2/15/24,6,Local GO,AAA,MA,7/21/17,5.378,5.275,1.753
134159VR0,121.886,5,8/1/26,8,Local GO,AA+,CA,7/18/17,6.496,6.348,1.882
139372QU3,113.798,5,10/1/22,4,Water & Sewer,A+,FL,12/13/17,4.27,4.216,1.933
139372RA6,122.72,5,10/1/28,10,Water & Sewer,A+,FL,12/13/17,8.05,7.861,2.371
139372RC2,121.653,5,10/1/30,12,Water & Sewer,,FL,1/4/18,8.222,7.847,2.481
139372RJ7,106.896,4,10/1/36,18,Water & Sewer,A+,FL,12/13/17,11.15,8.01,3.17
139372RK4,106.637,4,10/1/37,19,Water & Sewer,A+,FL,12/13/17,11.373,8.006,3.2
139372RL2,118.145,5,10/1/39,21,Water & Sewer,A+,FL,12/13/17,9.452,7.802,2.851
139391EA0,98.957,1.75,8/1/24,6,Water & Sewer,AA,NC,8/29/17,6.192,6.121,1.92
142291MA8,97.669,2,10/15/26,8,Local GO,AA+,PA,11/21/17,8.021,7.948,2.295
142291MB6,97.66,2.125,10/15/27,9,Local GO,AA+,PA,11/21/17,8.771,8.712,2.395
142291MU4,102.424,3,10/15/19,1,Local GO,AA+,PA,11/21/17,1.724,1.712,1.604
145610NG2,116.558,5,8/15/23,5,Local GO,AA+,TX,5/5/16,4.978,4.883,1.873
147051TL0,103.443,4,6/1/19,1,Local GO,AAA,NC,5/17/17,1.364,1.358,1.5
147051VZ6,105.536,4,6/1/20,2,Local GO,AAA,NC,11/28/17,2.296,2.286,1.635
147051WE2,121.821,5,6/1/25,7,Local GO,AAA,NC,9/27/17,6.37,6.315,1.832
14849QCU0,100.446,2,12/1/18,0,Water & Sewer,AA,CO,5/25/17,0.888,0.886,1.497
14849QDT2,98.423,1.5,12/1/21,3,Water & Sewer,AA,CO,8/23/17,3.769,3.757,1.922
14849QDY1,114.986,4,12/1/26,8,Water & Sewer,AA,CO,4/3/17,7.656,7.573,2.141
152339QL4,96.679,2.5,8/1/30,12,Local GO,A+,CA,9/28/16,10.619,10.554,2.816
15276PAZ2,117.405,5,7/1/28,10,Local GO,A+,CA,8/18/17,5.689,5.63,2.112
15276PDD8,94.158,2,8/1/28,10,Local GO,A+,CA,7/26/16,9.505,9.327,2.637
15276PDG1,101.489,3,8/1/31,13,Local GO,A+,CA,12/20/17,10.222,6.651,2.78
15276PMG1,118.428,5,8/1/41,23,Local GO,A+,CA,12/21/17,9.424,7.645,2.791
153476AE6,102.941,3,7/1/20,2,Toll Roads,A+,FL,6/1/17,2.391,2.388,1.783
153476AS5,98.381,3,7/1/32,14,Toll Roads,A+,FL,12/6/17,11.272,11.635,3.14
153476BF2,122.32,5,7/1/26,8,Toll Roads,A+,FL,9/21/17,7.151,7.1,2.112
153476BQ8,107.9,4,7/1/35,17,Toll Roads,A+,FL,5/2/17,10.102,7.218,2.941
153476CN4,122.582,5,7/1/27,9,Toll Roads,A+,FL,12/6/17,7.843,7.774,2.331
153476CQ7,121.35,5,7/1/29,11,Toll Roads,A+,FL,12/6/17,7.923,7.76,2.461
153476DD5,117.924,5,7/1/42,24,Toll Roads,A+,FL,12/6/17,9.634,7.718,2.831
154123XP3,117.959,5,10/1/29,11,Higher Ed-Public,A+,MI,8/15/17,5.93,5.759,2.122
155048DK4,118.177,5,11/1/41,23,Dedicated Tax,AAA,WA,4/28/17,8.845,7.232,2.671
15722TGF2,100.875,2,8/1/19,1,Local GO,AA,CA,7/14/16,1.537,1.524,1.432
157411RJ0,120.815,5.25,8/1/47,29,Local GO,AA,CA,11/14/17,9.191,7.276,2.651
157432HY4,119.437,5,6/1/25,7,Local GO,AA,CA,1/9/17,5.607,5.566,1.772
158843VK5,100.828,3.125,7/1/18,0,Local GO,AAA,AZ,2/9/16,0.477,0.477,1.39
158843WJ7,102.195,3,7/1/19,1,Local GO,AAA,AZ,10/20/17,1.449,1.448,1.495
158843WK4,103.408,3,7/1/20,2,Local GO,AAA,AZ,11/3/16,2.392,2.39,1.593
158843WX6,104.575,3,7/1/21,3,Local GO,AAA,AZ,3/7/17,3.311,3.306,1.642
158843WY4,107.342,3,7/1/25,7,Local GO,AAA,AZ,1/11/17,6.757,6.718,1.941
158843WZ1,107.114,3,7/1/26,8,Local GO,AAA,AZ,10/19/16,7.564,7.507,2.081
158855CW4,102.496,3,7/1/30,12,Dedicated Tax,AAA,AZ,2/9/16,9.385,6.676,2.63
159429UJ6,100.828,2,4/1/20,2,Local GO,AAA,NC,6/1/17,2.177,2.164,1.62
159902EE1,106.384,3,2/1/24,6,Local GO,,SC,8/25/17,5.571,5.488,1.881
159902EH4,106.876,3,2/1/27,9,Local GO,,SC,8/25/17,8.025,7.864,2.16
160429VQ6,120.523,5,1/1/25,7,Water & Sewer,AA+,SC,6/14/17,6.051,6.024,1.852
160429WU6,122.26,5,1/1/26,8,Water & Sewer,AA+,SC,10/5/17,6.796,6.753,1.972
160853NQ6,100.036,4,1/15/18,0,Health Care,AA-,NC,8/19/16,0.02,0.019,2.107
160853PS0,103.365,5,1/15/19,1,Health Care,AA-,NC,3/10/17,0.999,0.976,1.657
160853QF7,100.008,2,1/15/18,0,Health Care,AA-,NC,7/21/16,0.019,0.019,1.573
160853RQ2,114.193,5,1/15/27,9,Health Care,AA-,NC,3/3/17,4.506,4.403,2.013
160853SC2,102.683,3,1/15/20,2,Health Care,AA-,NC,12/7/17,1.96,1.932,1.644
160853SE8,104.664,3,1/15/22,4,Health Care,AA-,NC,7/7/17,3.793,3.737,1.792
161035AQ3,101.452,4,8/1/18,0,Local GO,AAA/AA+,NC,5/12/17,0.56,0.55,1.404
161035ES5,101.712,5,7/1/18,0,State GO,AAA/AA+,NC,5/31/17,0.478,0.477,1.412
161035FQ8,119.34,5,7/1/25,7,Local GO,AAA/AA+,NC,4/5/17,5.669,5.646,1.822
161035FR6,119.138,5,7/1/26,8,Local GO,AAA/AA+,NC,10/20/17,5.669,5.644,1.852
161035GT1,97.47,1.5,7/1/23,5,Local GO,AAA/AA+,NC,12/7/17,5.24,5.225,1.99
161036HT8,101.688,5,7/1/18,0,Airport Rev,A+,NC,5/19/16,0.478,0.477,1.461
161036HU5,102.469,3.25,7/1/19,1,Airport Rev,A+,NC,10/20/16,1.447,1.446,1.556
161036LW6,123.54,5,7/1/27,9,Airport Rev,A+,NC,10/31/17,7.853,7.786,2.231
161036LZ9,122.297,5,7/1/30,12,Airport Rev,,NC,1/4/18,7.978,7.771,2.361
161036NW4,110.804,4,7/1/32,14,Airport Rev,A+,NC,6/20/17,9.495,7.96,2.701
161045GZ6,101.712,5,7/1/18,0,Water & Sewer,AAA,NC,6/22/16,0.478,0.477,1.412
161045KW8,101.712,5,7/1/18,0,Water & Sewer,AAA,NC,10/10/17,0.478,0.477,1.412
161045MJ5,117.125,5,7/1/23,5,Water & Sewer,AAA,NC,3/28/16,4.885,4.872,1.713
161045NB1,101.287,2,7/1/22,4,Water & Sewer,AAA,NC,5/22/17,4.279,4.271,1.7
16104PFP5,97.058,1.5,12/1/23,5,Water & Sewer,AAA,NC,5/27/16,5.622,5.596,2.032
161069L80,102.222,3,7/15/19,1,Local GO,AAA,VA,11/8/17,1.486,1.465,1.515
161069P94,113.981,4,9/1/24,6,State GO,AAA,VA,5/19/16,5.929,5.836,1.762
161398HN5,101.093,2.375,10/15/24,6,Local GO,A+,PA,6/23/16,6.255,6.195,2.2
161398JB9,115.217,5,10/15/40,22,Local GO,A+,PA,2/9/16,7.565,6.129,2.681
162276FU8,108.064,3,1/15/26,8,Local GO,AA+,NJ,5/23/17,7.202,7.063,1.911
163501M71,104.911,3,2/15/23,5,Local GO,AA,PA,4/13/16,4.742,4.68,1.983
163597HF7,116.484,5,6/15/23,5,Local GO,A+,OR,6/8/16,4.847,4.824,1.803
164231LS9,116.968,5,8/1/23,5,Local GO,AA-,GA,8/8/16,4.95,4.849,1.783
164231MJ8,118.288,5,2/1/24,6,Local GO,AA-,GA,3/28/17,5.345,5.234,1.803
164231MK5,120.459,5,2/1/25,7,Local GO,AA-,GA,9/8/17,6.113,5.981,1.892
164231MU3,120.826,5,2/1/27,9,Local GO,AA-,GA,10/19/17,6.121,5.984,1.842
164231NA6,116.968,5,8/1/23,5,Local GO,AA-,GA,5/20/16,4.95,4.849,1.783
164555AD6,103.278,5,12/15/18,0,Local GO,AA,CO,3/20/17,0.92,0.917,1.46
164555AN4,103.278,5,12/15/18,0,Local GO,AA,CO,1/20/17,0.92,0.917,1.46
16532LHF6,101.006,2,7/15/20,2,Local GO,AA+,VA,8/18/17,2.452,2.427,1.591
16532LKP0,122.123,5,8/1/25,7,Local GO,AA+,VA,12/29/17,6.494,6.35,1.852
166178PT4,117.2,5,12/1/23,5,Water & Sewer,AA,PA,6/20/16,5.21,5.174,1.903
166178PX5,118.548,5,12/1/27,9,Water & Sewer,AA,PA,5/5/17,5.999,5.926,2.097
1663936R4,122.508,5,1/1/26,8,Local GO,,VA,12/5/17,6.798,6.756,1.942
167593A85,116.833,5,1/1/39,21,Airport Rev,A,IL,7/25/17,8.894,7.377,2.861
167593B27,116.317,5,1/1/41,23,Airport Rev,A,IL,9/7/17,9.012,7.371,2.921
167593B92,118.938,5,1/1/25,7,Airport Rev,A,IL,6/21/17,6.039,6.01,2.072
167593C26,120.714,5,1/1/26,8,Airport Rev,A,IL,7/14/17,6.782,6.739,2.161
167593C34,121.872,5,1/1/27,9,Airport Rev,A,IL,6/21/17,7.494,7.434,2.291
167593C42,120.432,5,1/1/28,10,Airport Rev,A,IL,6/21/17,7.513,7.418,2.451
167593C59,119.898,5,1/1/29,11,Airport Rev,A,IL,6/21/17,7.566,7.412,2.511
167593D33,106.037,4,1/1/35,17,Airport Rev,A,IL,8/22/17,10.577,7.552,3.22
167593G55,101.055,3.125,1/1/32,14,Airport Rev,A,IL,7/17/17,10.706,7.785,2.99
167593JM5,102.475,3,1/1/20,2,Airport Rev,A,IL,8/4/17,1.923,1.921,1.723
